,season,yr,mnth,weekday,workingday,weathersit,casual,registered,cnt,temp,hum,windspeed
0,1,0,1,6,0,2,848.1764705882352,654,985,-0.8266621329842936,1.2653437186650585,-0.36354467858480916
1,1,0,1,0,0,2,848.1764705882352,670,801,-0.7210947086258755,0.4784675515072276,0.8753874063109597
2,1,0,1,1,1,1,848.1764705882352,1229,1349,-1.6346566450472237,-1.3772225722948863,0.8721527068510022
3,1,0,1,2,1,1,848.1764705882352,1454,1562,-1.614779727488982,-0.2790547346130784,-0.36565426518912936
4,1,0,1,3,1,1,848.1764705882352,1518,1600,-1.4674139225886729,-1.3794882846563563,0.008502014953073223
5,1,0,1,4,1,1,848.1764705882352,1518,1606,-1.5910105202438678,-0.7965405699824707,-1.360405919808062
6,1,0,1,5,1,2,848.1764705882352,1362,1510,-1.6337929066054742,-0.9368211470462631,-0.2470954980263432
7,1,0,1,6,0,2,848.1764705882352,891,959,-1.8061141924335535,-0.6705497547427588,1.132264735163663
8,1,0,1,0,0,1,848.1764705882352,768,822,-1.951894654624322,-1.3994925172149035,2.47038958219456
9,1,0,1,1,1,1,848.1764705882352,1280,1321,-1.883560917144118,-1.0499561956273813,0.519964255215119
10,1,0,1,2,1,2,848.1764705882352,1220,1263,-1.7837499268310326,0.40875387653706363,-0.9023893529709294
11,1,0,1,3,1,1,848.1764705882352,1137,1162,-1.763873009272791,-0.21373625482513353,1.6642040293983087
12,1,0,1,4,1,1,848.1764705882352,1368,1406,-1.8061141924335535,-1.139580893470336,1.6131942253058504
13,1,0,1,5,1,1,848.1764705882352,1367,1421,-1.8286916592970133,-0.656259992918678,-0.8402831233397475
14,1,0,1,6,0,2,848.1764705882352,1026,1248,-1.43255824977477,-0.9364339683515811,-0.3984653688416538
15,1,0,1,0,0,1,848.1764705882352,953,1204,-1.4416657703061317,-1.0439836057631267,0.030061990049223736
16,1,0,1,1,0,2,848.1764705882352,883,1000,-1.7468934421837095,-0.6585974050384226,0.10859486737271119
17,1,0,1,2,1,2,848.1764705882352,674,683,-1.5236662552823768,1.6656721490141397,-0.5558124017025379
18,1,0,1,3,1,2,848.1764705882352,1572,1650,-1.1108922140089543,0.8057912879813525,0.30970879031788845
19,1,0,1,4,1,2,848.1764705882352,1844,1927,-1.2776648003536417,-0.6526248151741683,0.13513346685505728
20,1,0,1,5,1,1,848.1764705882352,1468,1543,-1.7377804549533495,-1.235185351153372,2.347921047858434
21,1,0,1,6,0,1,848.1764705882352,888,981,-2.384871428716292,-1.6444690813109217,-0.20147217173024812
22,1,0,1,0,0,1,848.1764705882352,836,986,-2.1804644464568073,-1.382607224141291,0.8481174834724493
23,1,0,1,1,1,1,848.1764705882352,1330,1416,-2.1757106050077843,-0.9867026688777378,-0.3933039136164173
24,1,0,1,2,1,2,848.1764705882352,1799,1985,-1.486432568404163,-0.08889263571781175,-0.794603541400871
25,1,0,1,3,1,3,848.1764705882352,472,506,-1.5191124950166959,1.6716447388783948,1.512637263833262
26,1,0,1,4,1,1,848.1764705882352,416,431,-1.6421132224810635,0.4168989690770315,-1.0190494921898279
27,1,0,1,5,1,2,848.1764705882352,1129,1167,-1.5957665483724899,1.1736397278321475,-0.885962705278624
28,1,0,1,6,0,1,848.1764705882352,975,1098,-1.6337929066054742,0.16049346351207955,-0.5756425157831462
29,1,0,1,0,0,1,848.1764705882352,956,1096,-1.5244589266371473,0.6655107109175598,-1.5795582146112452
30,1,0,1,1,1,2,848.1764705882352,1459,1501,-1.7195599471916279,-0.18358650647076352,0.012608676876149381
31,1,0,2,2,1,2,848.1764705882352,1313,1360,-1.657562113850588,1.4355015850017778,-1.8716600141918152
32,1,0,2,3,1,2,848.1764705882352,1454,1526,-1.2867777875840016,1.0472617338977541,1.0971612140677776
33,1,0,2,4,1,1,848.1764705882352,1489,1550,-1.686081882525326,-1.3732575756623142,1.2862364294576352
34,1,0,2,5,1,2,848.1764705882352,1620,1708,-1.5529841620108837,-0.31646766848064173,-0.8221266146318995
35,1,0,2,6,0,2,848.1764705882352,905,1005,-1.43255824977477,2.149645517366094,-0.35464222311457866
36,1,0,2,0,0,1,848.1764705882352,1269,1623,-1.1455565523579123,-0.4375255403510773,-0.6257803574124856
37,1,0,2,1,1,1,848.1764705882352,1592,1712,-1.2229978103694783,0.7813703503131041,-1.9814246179967263
38,1,0,2,2,1,1,848.1764705882352,1466,1530,-1.5008919872549744,-0.6556075251183816,2.47038958219456
39,1,0,2,3,1,2,848.1764705882352,1552,1605,-1.9713014360687005,-0.9648772624590216,0.03577193779158356
40,1,0,2,4,1,1,848.1764705882352,1491,1538,-1.9190124601488479,-1.3763765151472491,0.5012311261687571
